BottleName,Price,Description,Link
"Stag's Leap Wine Cellars 'Artemis' Cabernet Sauvignon 2018, Napa Valley","

£54.99                        ","On the palate it is rich and has lots of depth, huge flavours of cherry, coffee and chocolate are underpinned by ripe tannins and good acidity. This would be ideal with Sirloin steak and chips.","/wines/stag-s-leap-wine-cellars-artemis-cabernet-sauvignon-2014-napa-valley-18809,/wines/stag-s-leap-wine-cellars-artemis-cabernet-sauvignon-2014-napa-valley-18809,/wines/stag-s-leap-wine-cellars-artemis-cabernet-sauvignon-2014-napa-valley-18809#reviews"
"Catena Zapata 'Catena Alta' Malbec 2018/19, Mendoza","

£29.99                        ","Intense Malbec from the pioneer of high-altitude Malbec. Delicious, chocolatey and black-fruit-scented.","/wines/catena-alta-malbec-40025,/wines/catena-alta-malbec-40025,/wines/catena-alta-malbec-40025#reviews"
"Duckhorn 'Decoy' Merlot 2018/19, Sonoma County","

£24.99                        ",Duckhorn's celebrated Merlot expertise at a lower price. ,"/wines/decoy-merlot-18014,/wines/decoy-merlot-18014,/wines/decoy-merlot-18014#reviews"
"Ravenswood Zinfandel 2018, Lodi","

£13.99                        ","This pumps with black-fruit flavour. If you like a full-bodied red with gallons of taste, you'll love this.  ","/wines/ravenswood-lodi-zinfandel-18641,/wines/ravenswood-lodi-zinfandel-18641,/wines/ravenswood-lodi-zinfandel-18641#reviews"
"Saintsbury Pinot Noir 2019, Carneros","

£25.99                        ","Ripe red-fruit aromas with bitter black cherry, spice, cigar tobacco, mocha and vanilla. A ripe and textured palate of integrated tannins, red-fruit and spice with a fresh, weighty finish.","/wines/saintsbury-pinot-noir-18706,/wines/saintsbury-pinot-noir-18706,/wines/saintsbury-pinot-noir-18706#reviews"
"Definition Malbec 2020/21, Mendoza","

£9.99                        ",Mendoza is Argentina’s Malbec hotspot – and Uco Valley is the best of the best. Plush. Silky. Vibrantly fruity. It’s big and bold – an real classic.,"/wines/definition-malbec-40159,/wines/definition-malbec-40159,/wines/definition-malbec-40159#reviews"
"Acacia Road Pinotage 2020/21, Western Cape","

£5.99                        ",Pinotage is South Africa's star grape. So we tasked two award-winning South African winemakers with making it phenomenal at a pocket-friendly price.,"/wines/acacia-road-pinotage-20337,/wines/acacia-road-pinotage-20337,/wines/acacia-road-pinotage-20337#reviews"
"Jim Barry 'Cover Drive' Cabernet Sauvignon 2018, Australia","

£10.99                        ",This Cabernet is bursting with ripe notes of black fruits and cedar. It's an Australian claret double at a snip.,"/wines/jim-barry-cover-drive-cabernet-sauvignon-19026,/wines/jim-barry-cover-drive-cabernet-sauvignon-19026,/wines/jim-barry-cover-drive-cabernet-sauvignon-19026#reviews"
"Mollydooker 'The Boxer' Shiraz 2018/19, Australia","

£26.99                        ","''Very deep garnet-purple colored, notes of warm blackberries and blueberries with nuances of menthol, some spice cake, anise and bacon fat''. 91 points. Lisa Perrotti-Brown, The Wine Advocate.","/wines/mollydooker-the-boxer-shiraz-19991,/wines/mollydooker-the-boxer-shiraz-19991,/wines/mollydooker-the-boxer-shiraz-19991#reviews"
"Two Hands 'Gnarly Dudes' Shiraz 2020, Barossa Valley","

£18.99                        ","Expect flavours of fig, blackcurrant, cedar, liquorice and tar. Try it with a rib-eye steak. ","/wines/gnarly-dudes-shiraz-19983,/wines/gnarly-dudes-shiraz-19983,/wines/gnarly-dudes-shiraz-19983#reviews"
"Santa Rita 120 Carménère 2019/20, Central Valley","

£7.49                        ","A lively and juicy representation of this variety, with a soft and supple texture, bright brambly fruit and subtle notes of spice and tobacco leaf, and a hint of vanilla from six months in French oak.","/wines/santa-rita-120-carmenere-39248,/wines/santa-rita-120-carmenere-39248,/wines/santa-rita-120-carmenere-39248#reviews"
Bodega Volcanes Carménère 2019/20,"

£7.99                        ","This abundantly fruity expression of Carménère possesses dark fruit flavours heightened by rich notes of chocolate and subtler notes of spice, herbs and olives.","/wines/bodega-volcanes-carmenere-39384,/wines/bodega-volcanes-carmenere-39384,/wines/bodega-volcanes-carmenere-39384#reviews"
"Santa Rita Medalla Real Carménère 2019/20, Colchagua Valley","

£10.99                        ",Plush. Velvety. Smooth. Carménère was one the key components of great claret when First Growths were defined – but it’s now found mainly in Chile.,"/wines/santa-rita-medalla-real-carmenere-39250,/wines/santa-rita-medalla-real-carmenere-39250,/wines/santa-rita-medalla-real-carmenere-39250#reviews"
"Errazuriz Estate Series Pinot Noir 2019/20, Valle de Aconcagua","

£8.99                        ","The fresh palate displays fruit that is well-balanced by smoky nuances from the oak ageing. an excellent partner to roast pork, fillet of salmon or turkey.","/wines/errazuriz-estate-series-pinot-noir-39164,/wines/errazuriz-estate-series-pinot-noir-39164,/wines/errazuriz-estate-series-pinot-noir-39164#reviews"
"Don Maximiano Founder's Reserve 2013 Errazuriz, Aconcagua Valley","

£49.99                        ","A broad and expressive wine, offering concentrated cherry, cassis and raspberry fruit, intertwined with robustly savoury nuances of spice.","/wines/don-maximiano-founders-reserve-2013-errazuriz-aconcagua-valley-39001,/wines/don-maximiano-founders-reserve-2013-errazuriz-aconcagua-valley-39001"
"La Garnatxa Fosca 2018/19 Proyecto Garnachas de España, Priorat","

£14.99                        ",Proyecto Garnachas de España is a project led by Raul Acha to protect Spain's old Garnacha vines.,"/wines/fosca-priorat-14802,/wines/fosca-priorat-14802,/wines/fosca-priorat-14802#reviews"
"Crozes-Hermitage 'Les Blason' 2018/19 Cave de Tain, Rhône Valley","

£12.99                        ","True to Crozes-Hermitage fashion, this Syrah, made by one of the leading wineries in the northern Rhône, is juicy and vibrant.","/wines/cave-de-tain-les-blason-06207,/wines/cave-de-tain-les-blason-06207,/wines/cave-de-tain-les-blason-06207#reviews"
Devil's Creek Merlot,"

£8.99                        ","We commissioned this cool-climate Merlot from one of the most exciting red-wine regions in New Zealand, Hawke’s Bay. Plummy. Red-fruity. Smooth.","/wines/devils-creek-merlot-37469,/wines/devils-creek-merlot-37469,/wines/devils-creek-merlot-37469#reviews"
Annonce St Emilion Grand Cru 2016,"

£52.99                        ",,"/wines/annonce-st-emilion-grand-cru-61131,/wines/annonce-st-emilion-grand-cru-61131"
"Definition Claret 2017/18, Medoc","

£9.99                        ",It has ripe notes of black fruits and aromas of cedar and spice. Try it with roast beef.,"/wines/definition-medoc-claret-01221,/wines/definition-medoc-claret-01221,/wines/definition-medoc-claret-01221#reviews"
Jaboulet 'Les Cedres' Organic Châteauneuf-du-Pape 2019,"

£24.99                        ",A benchmark Châteauneuf-du-Pape made by one of the Rhône's star young winemakers.,"/wines/cndp-les-cedres-jaboulet-06122,/wines/cndp-les-cedres-jaboulet-06122,/wines/cndp-les-cedres-jaboulet-06122#reviews"
La Perlière Beaujolais Villages 2020,"

£7.99                        ",Surprisingly full-bodied and rich for a Beaujolais Village this possesses intense flavours of blackcurrant and floral notes followed by a silky smooth finish,"/wines/la-perliere-beaujolais-vill-07030,/wines/la-perliere-beaujolais-vill-07030,/wines/la-perliere-beaujolais-vill-07030#reviews"
"Domodo Negroamaro IGP 2019, Puglia","

£7.99                        ",This has a deliciously intense palate of blackcurrant and wild bramble fruit is lifted with charming hints of thyme and sweet spice. This makes an outstanding partner for rich red meat dishes.,"/wines/domodo-negroamaro-igp-puglia-13513,/wines/domodo-negroamaro-igp-puglia-13513,/wines/domodo-negroamaro-igp-puglia-13513#reviews"
"Nero Oro Appassimento 2019/20 Magnum, Sicily","

£17.99                        ",James Martin called Nero Oro ''absolutely fantastic''.,"/wines/nero-appassimento-magnum-13535,/wines/nero-appassimento-magnum-13535,/wines/nero-appassimento-magnum-13535#reviews"
"Araldica Barbera d'Asti DOCG 2018/19, Italy","

£7.99                        ",Indulge in Araldica Barbera's cocoa-and-spice-stroked palate of red cherry and dried fruit.,"/wines/barbera-dasti-araldica-13552,/wines/barbera-dasti-araldica-13552,/wines/barbera-dasti-araldica-13552#reviews"
"Lâchez-Vous Grenache-Syrah 2019/20, France","

£7.99                        ","It’s full of ripe and juicy dark raspberry, strawberry and sweet spice. Try this with a hearty beef stew.","/wines/lachez-vous-grenache-syr-09555,/wines/lachez-vous-grenache-syr-09555,/wines/lachez-vous-grenache-syr-09555#reviews"
Bodegas Olarra 'Dehesa de Lantana' Rioja Reserva 2016/17,"

£8.99                        ","Reservas are only made in top vintages. Silky, smooth, with sweet fruit and toasty oak, this one’s aged in a cellar nicknamed the ‘cathedral of Rioja wine’.","/wines/rioja-reserva-2015-dehesa-de-lantana-14682,/wines/rioja-reserva-2015-dehesa-de-lantana-14682,/wines/rioja-reserva-2015-dehesa-de-lantana-14682#reviews"
Faustino Rivero Ulecia Rioja Reserva,"

£11.99                        ",Wine with intense red colour with violet hints. Intense and mature on the nose with a high presence of fruity hints well blended with the sweet and vanilla oaky notes from the French and American oak.,"/wines/fautino-rivero-rioja-reserva-14684,/wines/fautino-rivero-rioja-reserva-14684,/wines/fautino-rivero-rioja-reserva-14684#reviews"
"Villa Belinda 2018/19, Spain","

£8.99                        ","Uclés DO is an under-the-radar region high in the hills of Castile. This plush, velvety, juicy old-vine red is from its high-altitude vineyards.  ","/wines/villa-belinda-vino-varietal-14696,/wines/villa-belinda-vino-varietal-14696,/wines/villa-belinda-vino-varietal-14696#reviews"
"Behind Closed Doors Reserva Red 2018/19, Lisbon","

£8.99                        ",This powerful blend is a celebration of Portugal’s indigenous grapes – made by the country’s red-blend specialist. Big Bold. Black-fruity.,"/wines/behind-closed-doors-lisboa-15026,/wines/behind-closed-doors-lisboa-15026,/wines/behind-closed-doors-lisboa-15026#reviews"
"Shaw + Smith Shiraz 2019, Australia","

£28.99                        ","A restrained and sophisticated Shiraz, with notes of blackberry, black pepper and well-integrated oak. It has ripe tannins that are fantastic with protein-rich meats, like sirloin steak.","/wines/shaw-and-smith-shiraz-19854,/wines/shaw-and-smith-shiraz-19854,/wines/shaw-and-smith-shiraz-19854#reviews"
"Te Mata Estate Syrah 2018/19, Hawke's Bay","

£14.99                        ","Strong and powerful wine from the oldest winery in New Zealand. Notes of red fruit, vanilla and allspice.","/wines/te-mata-estate-syrah-37356,/wines/te-mata-estate-syrah-37356,/wines/te-mata-estate-syrah-37356#reviews"
"Ernesto Catena Vineyards ‘Ánimal’ Organic Malbec 2020, Mendoza","

£11.99                        ","Expect indulgent notes of plum, blackberry, chocolate and vanilla. It has a snappy acidity that's great for cutting through the fat on T-bone steaks.  ","/wines/animal-organic-malbec-2018-40218,/wines/animal-organic-malbec-2018-40218,/wines/animal-organic-malbec-2018-40218#reviews"
Yellow Tail Malbec 2019,"

£6.99                        ","Full-bodied and decadent with a lingering finish, Yellow Tail Malbec is bursting with blackberry and cherry notes.","/wines/yellow-tail-malbec-59135,/wines/yellow-tail-malbec-59135,/wines/yellow-tail-malbec-59135#reviews"
"The Long Coast Cabernet Sauvignon 2019, Maipo Valley","

£6.99                        ","It's rich and full-bodied, with notes of black fruits, spice and cedar. It has soft tannins which won't overpower the subtle flavours of grilled lamb.      ","/wines/the-long-coast-cabernet-sauvignon-39414,/wines/the-long-coast-cabernet-sauvignon-39414,/wines/the-long-coast-cabernet-sauvignon-39414#reviews"
"Lulu L'Alouette Organic Cabernet Franc 2019, Saumur","

£11.99                        ",A fragrant and light Cabernet Franc from the Loire Valley.,"/wines/saumur-lulu-lalouette-organic-05380,/wines/saumur-lulu-lalouette-organic-05380,/wines/saumur-lulu-lalouette-organic-05380#reviews"
"Smith and Wright Shiraz 2019/20, Australia","

£5.99                        ","Delve into intense notes of ripe raspberry, cherry, vanilla and pepper.","/wines/smith-wright-shiraz-59163,/wines/smith-wright-shiraz-59163,/wines/smith-wright-shiraz-59163#reviews"
"The King's Wrath Pinot Noir 2018/19, Marlborough","

£11.99                        ","Expect blackberry, raspberry, plum and toasted oak. Try it with rich fish, like tuna or trout.","/wines/the-kings-wrath-pinot-noir-37459,/wines/the-kings-wrath-pinot-noir-37459,/wines/the-kings-wrath-pinot-noir-37459#reviews"
"Yalumba Y Series Tempranillo 2019, South Australia","

£8.49                        ","Expect flavours of blackberries, cherries, chocolate and sweet spices. Try it with lamb cutlets. ","/wines/yalumba-y-series-tempranillo-59139,/wines/yalumba-y-series-tempranillo-59139,/wines/yalumba-y-series-tempranillo-59139#reviews"
"Louis Latour Marsannay Rouge 2018/19, Burgundy","

£20.99                        ",Packed with that enticing red fruit and gamey character that makes red Burgundy so popular. Use it to wash down roasted duck or coq au vin.,"/wines/marsannay-2018-louis-latour-burgundy-63033,/wines/marsannay-2018-louis-latour-burgundy-63033,/wines/marsannay-2018-louis-latour-burgundy-63033#reviews"
"Rocklin Ranch Cabernet Sauvignon 2018/19, Monterey","

£16.99                        ","Bold Cabernet Sauvignon with notes of blackberry, mocha and vanilla.","/wines/rocklin-ranch-cabernet-sauvignon-18798,/wines/rocklin-ranch-cabernet-sauvignon-18798,/wines/rocklin-ranch-cabernet-sauvignon-18798#reviews"
